id,token_lT_count,longest_lA_run,longest_lC_run,token_lC_count,lna_last_fraction,longest_rU_run,rna_mean_fraction,rna_count_3p,repeated_dinucleotide_count,longest_homopolymer_run,methyl_mean_fraction,rna_mean_position,modified_token_mean_fraction,token_rU_count,mod_density_3p,longest_mG_run,modified_token_position_std,token_mC_count,slash_mod_density_middle,token_rU_fraction,methyl_position_std,rna_count_middle,base_U_count,mod_density_middle,methyl_mean_position,longest_rna_run,token_rA_count,rna_span_fraction,rna_first_position,token_rG_count,star_density_3p,slash_mod_count_3p,star_count_5p,token_rA_fraction,star_count_middle,modified_token_first_position,longest_mC_run,star_first_position,token_rG_fraction,slash_mod_position_std,longest_mU_run,base_C_fraction,methyl_count_5p,mod_density_5p,base_U_fraction,token_rC_fraction,purine_fraction,longest_rG_run,base_G_count,slash_mod_last_position,base_C_count,longest_gc_run,slash_mod_first_position,modified_token_mean_position,max_gc_window_10,lna_count_3p,slash_mod_count,decorated_length,longest_slash_mod_run,base_G_fraction,slash_mod_density_5p,terminal_gc_count,longest_rC_run,unknown_char_count,unknown_char_fraction,terminal_star_count,token_lU_count,token_lU_fraction,longest_lU_run,lna_count_5p,lna_density_5p
606545742,0,0,0,0,-1.0,4,0.3651392632524708,1,7,5,0.6520770010131711,38.339622641509436,0.6348607367475292,14,0.9722222222222222,2,32.29693799156795,11,0.0,0.1320754716981132,28.88336859577784,27,25,0.22857142857142856,68.46808510638297,28,15,0.6095238095238096,6,14,0.08333333333333333,0,3,0.14150943396226415,0,0,2,1,0.1320754716981132,0.0,2,0.21,7,0.2857142857142857,0.25,0.09433962264150944,0.54,3,26,-1,21,3,-1,66.66037735849056,0.9,0,0,206,0,0.26,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
606547950,0,0,0,0,-1.0,4,0.3651392632524708,1,6,5,0.6520770010131711,38.339622641509436,0.6348607367475292,12,0.9722222222222222,2,32.29693799156795,9,0.0,0.11320754716981132,28.88336859577784,27,25,0.22857142857142856,68.46808510638297,28,20,0.6095238095238096,6,13,0.08333333333333333,0,3,0.18867924528301888,0,0,2,1,0.12264150943396226,0.0,2,0.17,7,0.2857142857142857,0.25,0.07547169811320754,0.58,3,25,-1,17,3,-1,66.66037735849056,0.7,0,0,206,0,0.25,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
606530659,0,0,0,0,-1.0,4,0.5,44,9,5,0.5,74.5,0.5,32,0.12,1,72.02025178147233,1,0.0,0.21333333333333335,72.5183884726258,50,32,0.0,74.5,138,41,0.9194630872483222,6,38,0.06,0,3,0.2733333333333333,0,0,1,1,0.25333333333333335,0.0,0,0.19444444444444445,3,0.12,0.2222222222222222,0.18,0.5833333333333334,3,41,-1,28,3,-1,74.5,0.7,0,0,294,0,0.2847222222222222,0.0,2,3,0,0.0,0,0,0.0,0,0,0.0
606530660,0,0,0,0,-1.0,4,0.5,44,18,10,0.5,74.5,0.5,30,0.12,1,72.02025178147233,1,0.0,0.2,72.5183884726258,50,33,0.0,74.5,138,41,0.9194630872483222,6,34,0.06,0,3,0.2733333333333333,0,0,1,1,0.22666666666666666,0.0,1,0.2361111111111111,3,0.12,0.22916666666666666,0.22,0.5347222222222222,3,35,-1,34,10,-1,74.5,1.0,0,0,294,0,0.24305555555555555,0.0,1,10,0,0.0,0,0,0.0,0,0,0.0
606530661,0,0,0,0,-1.0,4,0.5,44,9,5,0.5,74.5,0.5,35,0.12,1,72.02025178147233,1,0.0,0.23333333333333334,72.5183884726258,50,38,0.0,74.5,138,42,0.9194630872483222,6,37,0.06,0,3,0.28,0,0,1,1,0.24666666666666667,0.0,1,0.1736111111111111,3,0.12,0.2638888888888889,0.16,0.5625,2,39,-1,25,2,-1,74.5,0.7,0,0,294,0,0.2708333333333333,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
606530662,0,0,0,0,-1.0,4,0.5,44,14,5,0.5,74.5,0.5,30,0.12,1,72.02025178147233,2,0.0,0.2,72.5183884726258,50,32,0.0,74.5,138,40,0.9194630872483222,6,38,0.06,0,3,0.26666666666666666,0,0,1,1,0.25333333333333335,0.0,1,0.2222222222222222,3,0.12,0.2222222222222222,0.2,0.5555555555555556,2,39,-1,32,2,-1,74.5,0.8,0,0,294,0,0.2708333333333333,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
607196898,0,0,0,0,-1.0,3,0.4283935242839353,13,3,3,0.5,42.41095890410959,0.5,19,0.17647058823529413,1,47.03101813342623,1,0.0,0.19,47.528061886286366,33,25,0.0,49.5,71,20,0.8787878787878788,6,16,0.08823529411764706,0,3,0.2,0,0,1,1,0.16,0.0,0,0.24468085106382978,3,0.18181818181818182,0.26595744680851063,0.18,0.48936170212765956,2,22,-1,23,2,-1,49.5,0.7,0,0,179,0,0.23404255319148937,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
603893817,0,0,0,0,-1.0,4,0.3534562211981567,1,8,5,0.7390977443609023,37.11290322580645,0.7064935064935065,20,0.9722222222222222,2,30.25818651604338,7,0.0,0.18867924528301888,24.225410184658553,32,30,0.08571428571428572,77.60526315789474,61,19,0.9428571428571428,6,14,0.08333333333333333,0,3,0.1792452830188679,0,0,2,1,0.1320754716981132,0.0,2,0.16,3,0.17142857142857143,0.3,0.08490566037735849,0.54,2,24,-1,16,4,-1,74.18181818181819,0.7,0,0,206,0,0.24,0.0,1,4,0,0.0,0,0,0.0,0,0,0.0
603602762,0,0,0,0,-1.0,3,0.5,30,6,4,0.5,50.0,0.5,22,0.11764705882352941,1,48.51288488638869,0,0.0,0.21782178217821782,49.01020301937138,34,22,0.0,50.0,93,25,0.92,4,23,0.058823529411764705,0,2,0.24752475247524752,0,0,0,1,0.22772277227722773,0.0,0,0.23711340206185566,2,0.12121212121212122,0.2268041237113402,0.22772277227722773,0.5360824742268041,3,24,-1,23,3,-1,50.0,0.8,0,0,198,0,0.24742268041237114,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
607131829,0,0,0,0,-1.0,3,0.5,14,1,3,-1.0,20.0,-1.0,17,0.0,0,0.0,0,0.0,0.4146341463414634,0.0,14,17,0.0,-1.0,41,10,1.0,0,8,0.0,0,0,0.24390243902439024,0,-1,0,-1,0.1951219512195122,0.0,0,0.14634146341463414,0,0.0,0.4146341463414634,0.14634146341463414,0.43902439024390244,1,8,-1,6,1,-1,-1.0,0.6,0,0,82,0,0.1951219512195122,0.0,0,1,0,0.0,0,0,0.0,0,0,0.0
607131828,0,0,0,0,-1.0,3,0.5,14,1,3,-1.0,20.0,-1.0,12,0.0,0,0.0,0,0.0,0.2926829268292683,0.0,14,12,0.0,-1.0,41,11,1.0,0,6,0.0,0,0,0.2682926829268293,0,-1,0,-1,0.14634146341463414,0.0,0,0.2926829268292683,0,0.0,0.2926829268292683,0.2926829268292683,0.4146341463414634,1,6,-1,12,2,-1,-1.0,0.7,0,0,82,0,0.14634146341463414,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607131826,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,23,0.16666666666666666,1,49.52945251733222,1,0.0,0.2169811320754717,49.52692870213806,35,27,0.0,51.5,93,36,0.9428571428571428,6,20,0.08333333333333333,0,3,0.33962264150943394,0,0,1,1,0.18867924528301888,0.0,1,0.16,3,0.17142857142857143,0.27,0.14150943396226415,0.57,2,21,-1,16,2,-1,52.0,0.7,0,0,206,0,0.21,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
603602761,0,0,0,0,-1.0,3,0.5,30,2,3,0.5,50.5,0.5,20,0.11764705882352941,1,49.012753442343964,1,0.0,0.19607843137254902,49.51009997970111,34,20,0.0,50.5,94,21,0.9207920792079208,4,27,0.058823529411764705,0,2,0.20588235294117646,0,0,1,1,0.2647058823529412,0.0,0,0.2755102040816326,2,0.11764705882352941,0.20408163265306123,0.2549019607843137,0.5204081632653061,3,28,-1,27,3,-1,50.5,0.8,0,0,200,0,0.2857142857142857,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
607129497,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,22,0.16666666666666666,1,49.52945251733222,1,0.0,0.20754716981132076,49.52692870213806,35,25,0.0,51.5,93,31,0.9428571428571428,6,25,0.08333333333333333,0,3,0.29245283018867924,0,0,1,1,0.2358490566037736,0.0,1,0.17,3,0.17142857142857143,0.25,0.1509433962264151,0.58,2,26,-1,17,2,-1,52.0,0.7,0,0,206,0,0.26,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
607129496,0,0,0,0,-1.0,4,0.5006079027355623,30,7,5,0.49047619047619045,52.56382978723404,0.49523809523809526,27,0.16666666666666666,0,49.52945251733222,1,0.0,0.25471698113207547,49.52692870213806,35,31,0.0,51.5,93,30,0.9428571428571428,6,21,0.08333333333333333,0,3,0.2830188679245283,0,0,1,1,0.19811320754716982,0.0,1,0.17,3,0.17142857142857143,0.31,0.1509433962264151,0.52,2,21,-1,17,2,-1,52.0,0.7,0,0,206,0,0.21,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
603590883,0,0,0,0,-1.0,4,0.5006079027355623,30,7,5,0.49047619047619045,52.56382978723404,0.49523809523809526,20,0.16666666666666666,1,49.52945251733222,0,0.0,0.18867924528301888,49.52692870213806,35,23,0.0,51.5,93,31,0.9428571428571428,6,26,0.08333333333333333,0,3,0.29245283018867924,0,0,0,1,0.24528301886792453,0.0,1,0.17,3,0.17142857142857143,0.23,0.16037735849056603,0.6,4,27,-1,17,4,-1,52.0,0.9,0,0,206,0,0.27,0.0,0,3,0,0.0,0,0,0.0,0,0,0.0
607196896,0,0,0,0,-1.0,3,0.4413468013468014,15,3,3,0.5,43.693333333333335,0.5,19,0.17647058823529413,1,47.03101813342623,1,0.0,0.19,47.528061886286366,33,25,0.0,49.5,71,20,0.8787878787878788,6,18,0.08823529411764706,0,3,0.2,0,0,1,1,0.18,0.0,0,0.24468085106382978,3,0.18181818181818182,0.26595744680851063,0.18,0.48936170212765956,2,22,-1,23,2,-1,49.5,0.7,0,0,181,0,0.23404255319148937,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607196897,0,0,0,0,-1.0,3,0.435025935025935,14,3,3,0.5,43.067567567567565,0.5,19,0.17647058823529413,1,47.03101813342623,1,0.0,0.19,47.528061886286366,33,25,0.0,49.5,71,20,0.8787878787878788,6,17,0.08823529411764706,0,3,0.2,0,0,1,1,0.17,0.0,0,0.24468085106382978,3,0.18181818181818182,0.26595744680851063,0.18,0.48936170212765956,2,22,-1,23,2,-1,49.5,0.7,0,0,180,0,0.23404255319148937,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607396783,0,0,0,0,-1.0,4,0.5006079027355623,30,7,5,0.49047619047619045,52.56382978723404,0.49523809523809526,25,0.16666666666666666,0,49.52945251733222,0,0.0,0.2358490566037736,49.52692870213806,35,29,0.0,51.5,93,31,0.9428571428571428,6,25,0.08333333333333333,0,3,0.29245283018867924,0,0,0,1,0.2358490566037736,0.0,1,0.13,3,0.17142857142857143,0.29,0.12264150943396226,0.58,4,25,-1,13,4,-1,52.0,0.7,0,0,206,0,0.25,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
607432538,0,0,0,0,-1.0,0,0.5,40,96,19,-1.0,59.5,-1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,40,0,0.0,-1.0,120,114,1.0,0,6,0.0,0,0,0.95,0,-1,0,-1,0.05,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,6,-1,0,1,-1,-1.0,0.1,0,0,240,0,0.05,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0
607553791,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,23,0.16666666666666666,0,49.52945251733222,0,0.0,0.2169811320754717,49.52692870213806,35,29,0.0,51.5,93,32,0.9428571428571428,6,25,0.08333333333333333,0,3,0.3018867924528302,0,0,0,1,0.2358490566037736,0.0,1,0.14,3,0.17142857142857143,0.29,0.1320754716981132,0.57,2,25,-1,14,2,-1,52.0,0.7,0,0,206,0,0.25,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
607553789,0,0,0,0,-1.0,4,0.5006079027355623,30,8,5,0.49047619047619045,52.56382978723404,0.49523809523809526,24,0.16666666666666666,1,49.52945251733222,1,0.0,0.22641509433962265,49.52692870213806,35,27,0.0,51.5,93,30,0.9428571428571428,6,26,0.08333333333333333,0,3,0.2830188679245283,0,0,1,1,0.24528301886792453,0.0,1,0.15,3,0.17142857142857143,0.27,0.1320754716981132,0.58,2,27,-1,15,2,-1,52.0,0.7,0,0,206,0,0.27,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
607221045,0,0,0,0,-1.0,4,0.5,30,9,5,0.5,52.5,0.5,25,0.16666666666666666,0,50.029158164680986,1,0.0,0.2358490566037736,50.526395741895804,35,30,0.0,52.5,94,31,0.8857142857142857,6,21,0.08333333333333333,0,3,0.29245283018867924,0,0,1,1,0.19811320754716982,0.0,1,0.18,3,0.17142857142857143,0.3,0.16037735849056603,0.52,2,21,-1,18,2,-1,52.5,0.7,0,0,206,0,0.21,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607240449,0,0,0,0,-1.0,4,0.5006079027355623,30,7,5,0.49047619047619045,52.56382978723404,0.49523809523809526,27,0.16666666666666666,0,49.52945251733222,2,0.0,0.25471698113207547,49.52692870213806,35,30,0.0,51.5,93,29,0.9428571428571428,6,22,0.08333333333333333,0,3,0.27358490566037735,0,0,1,1,0.20754716981132076,0.0,1,0.18,3,0.17142857142857143,0.3,0.1509433962264151,0.52,2,22,-1,18,2,-1,52.0,0.7,0,0,206,0,0.22,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607432541,0,0,0,0,-1.0,0,0.5,20,48,19,-1.0,29.5,-1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,20,0,0.0,-1.0,60,57,1.0,0,3,0.0,0,0,0.95,0,-1,0,-1,0.05,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,3,-1,0,1,-1,-1.0,0.1,0,0,120,0,0.05,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0
607221044,0,0,0,0,-1.0,4,0.5,30,9,5,0.5,52.5,0.5,25,0.16666666666666666,0,50.029158164680986,1,0.0,0.2358490566037736,50.526395741895804,35,30,0.0,52.5,94,31,0.8857142857142857,6,21,0.08333333333333333,0,3,0.29245283018867924,0,0,1,1,0.19811320754716982,0.0,1,0.18,3,0.17142857142857143,0.3,0.16037735849056603,0.52,2,21,-1,18,2,-1,52.5,0.7,0,0,206,0,0.21,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607240448,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,21,0.16666666666666666,1,49.52945251733222,1,0.0,0.19811320754716982,49.52692870213806,35,24,0.0,51.5,93,33,0.9428571428571428,6,24,0.08333333333333333,0,3,0.3113207547169811,0,0,1,1,0.22641509433962265,0.0,1,0.17,3,0.17142857142857143,0.24,0.1509433962264151,0.59,2,25,-1,17,3,-1,52.0,0.7,0,0,206,0,0.25,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
607569160,0,0,0,0,-1.0,4,0.5006079027355623,30,8,5,0.49047619047619045,52.56382978723404,0.49523809523809526,22,0.16666666666666666,1,49.52945251733222,0,0.0,0.20754716981132076,49.52692870213806,35,26,0.0,51.5,93,29,0.9428571428571428,6,24,0.08333333333333333,0,3,0.27358490566037735,0,0,0,1,0.22641509433962265,0.0,1,0.19,3,0.17142857142857143,0.26,0.1792452830188679,0.55,3,25,-1,19,4,-1,52.0,0.8,0,0,206,0,0.25,0.0,0,4,0,0.0,0,0,0.0,0,0,0.0
607508994,0,0,0,0,-1.0,4,0.5,43,17,10,0.5,72.5,0.5,33,0.12244897959183673,0,70.02083023405726,1,0.0,0.22602739726027396,70.51890999346676,49,37,0.0,72.5,134,40,0.9172413793103448,6,31,0.061224489795918366,0,3,0.273972602739726,0,0,1,1,0.21232876712328766,0.0,1,0.22142857142857142,3,0.125,0.2642857142857143,0.2054794520547945,0.5142857142857142,3,31,-1,31,10,-1,72.5,1.0,0,0,286,0,0.22142857142857142,0.0,1,10,0,0.0,0,0,0.0,0,0,0.0
607508988,0,0,0,0,-1.0,4,0.5,43,9,5,0.5,72.5,0.5,34,0.12244897959183673,1,70.02083023405726,2,0.0,0.2328767123287671,70.51890999346676,49,36,0.0,72.5,134,41,0.9172413793103448,6,35,0.061224489795918366,0,3,0.2808219178082192,0,0,1,1,0.23972602739726026,0.0,1,0.18571428571428572,3,0.125,0.2571428571428571,0.1643835616438356,0.5571428571428572,2,36,-1,26,2,-1,72.5,0.7,0,0,286,0,0.2571428571428571,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607441156,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,23,0.16666666666666666,0,49.52945251733222,1,0.0,0.2169811320754717,49.52692870213806,35,27,0.0,51.5,93,31,0.9428571428571428,6,25,0.08333333333333333,0,3,0.29245283018867924,0,0,1,1,0.2358490566037736,0.0,1,0.16,3,0.17142857142857143,0.27,0.14150943396226415,0.57,2,25,-1,16,2,-1,52.0,0.7,0,0,206,0,0.25,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
607569159,0,0,0,0,-1.0,4,0.5006079027355623,30,7,5,0.49047619047619045,52.56382978723404,0.49523809523809526,25,0.16666666666666666,1,49.52945251733222,0,0.0,0.2358490566037736,49.52692870213806,35,28,0.0,51.5,93,31,0.9428571428571428,6,23,0.08333333333333333,0,3,0.29245283018867924,0,0,0,1,0.2169811320754717,0.0,1,0.15,3,0.17142857142857143,0.28,0.14150943396226415,0.57,2,25,-1,15,3,-1,52.0,0.7,0,0,206,0,0.25,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
607569456,0,0,0,0,-1.0,4,0.5006079027355623,30,9,5,0.49047619047619045,52.56382978723404,0.49523809523809526,22,0.16666666666666666,1,49.52945251733222,0,0.0,0.20754716981132076,49.52692870213806,35,25,0.0,51.5,93,31,0.9428571428571428,6,24,0.08333333333333333,0,3,0.29245283018867924,0,0,0,1,0.22641509433962265,0.0,1,0.17,3,0.17142857142857143,0.25,0.16037735849056603,0.58,2,26,-1,17,2,-1,52.0,0.8,0,0,206,0,0.26,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607569457,0,0,0,0,-1.0,4,0.5006079027355623,30,8,5,0.49047619047619045,52.56382978723404,0.49523809523809526,26,0.16666666666666666,1,49.52945251733222,1,0.0,0.24528301886792453,49.52692870213806,35,29,0.0,51.5,93,32,0.9428571428571428,6,21,0.08333333333333333,0,3,0.3018867924528302,0,0,1,1,0.19811320754716982,0.0,1,0.16,3,0.17142857142857143,0.29,0.14150943396226415,0.55,2,22,-1,16,2,-1,52.0,0.7,0,0,206,0,0.22,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607339337,0,0,0,0,-1.0,3,0.5384615384615384,34,8,5,-1.0,53.30769230769231,0.1111111111111111,22,0.0,0,5.055250296034367,0,0.0,0.22,0.0,33,22,0.0,-1.0,80,24,1.0,0,29,0.0,0,0,0.24,0,4,0,-1,0.29,5.055250296034367,0,0.17582417582417584,0,0.2727272727272727,0.24175824175824176,0.16,0.5824175824175825,3,29,19,16,4,4,11.0,1.0,0,9,236,2,0.31868131868131866,0.2727272727272727,1,2,0,0.0,0,0,0.0,0,0,0.0
607508980,0,0,0,0,-1.0,4,0.5,43,9,6,0.5,72.5,0.5,36,0.12244897959183673,1,70.02083023405726,0,0.0,0.2465753424657534,70.51890999346676,49,39,0.0,72.5,134,43,0.9172413793103448,6,32,0.061224489795918366,0,3,0.2945205479452055,0,0,0,1,0.2191780821917808,0.0,1,0.16428571428571428,3,0.125,0.2785714285714286,0.15753424657534246,0.5571428571428572,2,35,-1,23,3,-1,72.5,0.7,0,0,286,0,0.25,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607441154,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,23,0.16666666666666666,0,49.52945251733222,2,0.0,0.2169811320754717,49.52692870213806,35,26,0.0,51.5,93,30,0.9428571428571428,6,22,0.08333333333333333,0,3,0.2830188679245283,0,0,1,1,0.20754716981132076,0.0,1,0.21,3,0.17142857142857143,0.26,0.1792452830188679,0.53,2,22,-1,21,3,-1,52.0,0.7,0,0,206,0,0.22,0.0,1,3,0,0.0,0,0,0.0,0,0,0.0
607628874,0,0,0,0,-1.0,4,0.5006079027355623,30,6,5,0.49047619047619045,52.56382978723404,0.49523809523809526,24,0.16666666666666666,1,49.52945251733222,2,0.0,0.22641509433962265,49.52692870213806,35,27,0.0,51.5,93,29,0.9428571428571428,6,23,0.08333333333333333,0,3,0.27358490566037735,0,0,1,1,0.2169811320754717,0.0,1,0.2,3,0.17142857142857143,0.27,0.16981132075471697,0.53,2,24,-1,20,2,-1,52.0,0.7,0,0,206,0,0.24,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607628871,0,0,0,0,-1.0,4,0.5006079027355623,30,10,5,0.49047619047619045,52.56382978723404,0.49523809523809526,25,0.16666666666666666,1,49.52945251733222,0,0.0,0.2358490566037736,49.52692870213806,35,28,0.0,51.5,93,29,0.9428571428571428,6,23,0.08333333333333333,0,3,0.27358490566037735,0,0,0,1,0.2169811320754717,0.0,1,0.17,3,0.17142857142857143,0.28,0.16037735849056603,0.55,2,24,-1,17,2,-1,52.0,0.7,0,0,206,0,0.24,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
607573228,0,0,0,0,-1.0,4,0.48249678249678246,44,11,5,0.5483641536273115,71.4095238095238,0.5417690417690418,24,0.12,2,38.35851969325525,8,0.0,0.1610738255033557,30.005724292286448,18,30,0.64,81.15789473684211,61,23,0.918918918918919,6,31,0.06,0,3,0.15436241610738255,0,0,2,1,0.2080536912751678,0.0,2,0.24475524475524477,3,0.12244897959183673,0.2097902097902098,0.18120805369127516,0.5454545454545454,5,44,-1,35,5,-1,80.18181818181819,1.0,0,0,292,0,0.3076923076923077,0.0,2,2,0,0.0,0,0,0.0,0,0,0.0
607628873,0,0,0,0,-1.0,4,0.5006079027355623,30,10,5,0.49047619047619045,52.56382978723404,0.49523809523809526,23,0.16666666666666666,0,49.52945251733222,1,0.0,0.2169811320754717,49.52692870213806,35,28,0.0,51.5,93,29,0.9428571428571428,6,24,0.08333333333333333,0,3,0.27358490566037735,0,0,1,1,0.22641509433962265,0.0,1,0.19,3,0.17142857142857143,0.28,0.16981132075471697,0.53,2,24,-1,19,2,-1,52.0,0.7,0,0,206,0,0.24,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
608233515,0,0,0,0,-1.0,4,0.3717748917748918,2,6,5,0.6567195767195767,39.03636363636364,0.63828197945845,17,0.9444444444444444,2,32.45055979823402,8,0.0,0.16037735849056603,28.888256403332676,27,28,0.22857142857142856,68.95555555555555,28,17,0.7428571428571429,6,14,0.08333333333333333,0,3,0.16037735849056603,0,0,2,1,0.1320754716981132,0.0,2,0.15,6,0.2571428571428571,0.28,0.0660377358490566,0.57,2,26,-1,15,2,-1,67.01960784313725,0.7,0,0,206,0,0.26,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
607553790,0,0,0,0,-1.0,4,0.5006079027355623,30,7,5,0.49047619047619045,52.56382978723404,0.49523809523809526,22,0.16666666666666666,0,49.52945251733222,0,0.0,0.20754716981132076,49.52692870213806,35,25,0.0,51.5,93,31,0.9428571428571428,6,23,0.08333333333333333,0,3,0.29245283018867924,0,0,0,1,0.2169811320754717,0.0,1,0.18,3,0.17142857142857143,0.25,0.16981132075471697,0.57,3,23,-1,18,3,-1,52.0,0.8,0,0,206,0,0.23,0.0,0,2,0,0.0,0,0,0.0,0,0,0.0
607432533,0,0,0,0,-1.0,0,0.5,34,80,19,-1.0,49.5,-1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,33,0,0.0,-1.0,100,95,1.0,0,5,0.0,0,0,0.95,0,-1,0,-1,0.05,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,5,-1,0,1,-1,-1.0,0.1,0,0,200,0,0.05,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0
607432534,0,0,0,0,-1.0,0,0.5,27,64,19,-1.0,39.5,-1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,27,0,0.0,-1.0,80,76,1.0,0,4,0.0,0,0,0.95,0,-1,0,-1,0.05,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,4,-1,0,1,-1,-1.0,0.1,0,0,160,0,0.05,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0
607432535,0,0,0,0,-1.0,0,0.5,20,48,19,-1.0,29.5,-1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,20,0,0.0,-1.0,60,57,1.0,0,3,0.0,0,0,0.95,0,-1,0,-1,0.05,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,3,-1,0,1,-1,-1.0,0.1,0,0,120,0,0.05,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0
607432536,0,0,0,0,-1.0,0,0.5,50,118,19,-1.0,74.5,-1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,50,0,0.0,-1.0,150,142,1.0,0,8,0.0,0,0,0.9466666666666667,0,-1,0,-1,0.05333333333333334,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,8,-1,0,1,-1,-1.0,0.1,0,0,300,0,0.05333333333333334,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0
607432532,0,0,0,0,-1.0,0,0.5,40,96,19,-1.0,59.5,-1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,40,0,0.0,-1.0,120,114,1.0,0,6,0.0,0,0,0.95,0,-1,0,-1,0.05,0.0,0,0.0,0,0.0,0.0,0.0,1.0,1,6,-1,0,1,-1,-1.0,0.1,0,0,240,0,0.05,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0
607221037,0,0,0,0,-1.0,4,0.5006079027355623,30,9,5,0.49047619047619045,52.56382978723404,0.49523809523809526,25,0.16666666666666666,0,49.52945251733222,1,0.0,0.2358490566037736,49.52692870213806,35,30,0.0,51.5,93,31,0.9428571428571428,6,21,0.08333333333333333,0,3,0.29245283018867924,0,0,1,1,0.19811320754716982,0.0,1,0.18,3,0.17142857142857143,0.3,0.16037735849056603,0.52,2,21,-1,18,2,-1,52.0,0.7,0,0,206,0,0.21,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
607466648,0,0,0,0,-1.0,4,0.500620347394541,29,9,5,0.49038461538461536,52.064516129032256,0.4951923076923077,27,0.17142857142857143,1,49.029752871768245,1,0.0,0.2571428571428571,49.02720333311565,35,30,0.0,51.0,92,28,0.9423076923076923,6,24,0.08571428571428572,0,3,0.26666666666666666,0,0,1,1,0.22857142857142856,0.0,1,0.15151515151515152,3,0.17142857142857143,0.30303030303030304,0.13333333333333333,0.5454545454545454,2,25,-1,15,3,-1,51.5,0.7,0,0,204,0,0.25252525252525254,0.0,1,2,0,0.0,0,0,0.0,0,0,0.0
